"File1_4490","File2_7629","0.85175"
"File1_5425","File2_18808","0.9477500000000001"
"File1_5019","File2_15514","0.7240000000000001"
"File1_5869","File2_22732","0.9332221805185866"
"File1_4177","File2_3415","0.9376018752085576"
"File1_4075","File2_1984","0.8732122131055134"
"File1_4257","File2_4638","0.9500000000000001"
"File1_5675","File2_21050","0.9485"
"File1_4957","File2_14576","0.9500000000000001"
"File1_5652","File2_20838","0.9500000000000001"
"File1_4228","File2_4173","0.9492430842537226"
"File1_4176","File2_3413","0.9495240850265628"
"File1_5424","File2_18808","0.7478429293458415"
"File1_3944","File2_0714","0.7766581174822561"
"File1_4457","File2_7004","0.932456997497498"
"File1_5472","File2_19106","0.9193328304401326"
"File1_3945","File2_0715","0.8430217123229766"
"File1_4070","File2_1942","0.8169596914685932"
"File1_4884","File2_13553","0.9500000000000001"
"File1_5047","File2_15805","0.9500000000000001"
"File1_5374","File2_18400","0.9500000000000001"
"File1_4457","File2_7005","0.9496462836443403"
"File1_4019","File2_1378","0.7283333333333333"
"File1_4039","File2_1571","0.915272993326286"
"File1_4701","File2_10446","0.9500000000000001"
"File1_5002","File2_15193","0.9500000000000001"
"File1_5178","File2_16718","0.9500000000000001"
"File1_4512","File2_7953","0.923"
"File1_5727","File2_21422","0.9380000000000001"
"File1_4834","File2_12602","0.94925"
"File1_4956","File2_14573","0.7195000000000001"
"File1_3901","File2_0357","0.8261795913264539"
"File1_4229","File2_4174","0.8537917208080875"
"File1_4019","File2_1379","0.7283333333333333"
"File1_4083","File2_2075","0.8566275636127882"
"File1_4598","File2_9238","0.85325"
"File1_4089","File2_2123","0.7415915424188482"
"File1_5323","File2_17893","0.94625"
"File1_4713","File2_10543","0.9477500000000001"
"File1_3900","File2_0356","0.7427729684399804"
"File1_4561","File2_8675","0.926"
"File1_4956","File2_14574","0.9500000000000001"
"File1_4875","File2_13459","0.9500000000000001"
"File1_5056","File2_15906","0.9500000000000001"
"File1_4207","File2_3916","0.9490489716373075"
"File1_4686","File2_10291","0.9237500000000001"
"File1_3975","File2_0940","0.920795722301269"
"File1_3994","File2_1063","0.7942918041105761"
"File1_4997","File2_15117","0.7946378447011107"
"File1_4426","File2_6656","0.9038725195199098"
"File1_4003","File2_1169","0.8843932254130958"
"File1_5636","File2_20596","0.7649166666666667"
"File1_5617","File2_20321","0.9400946845500259"
"File1_4512","File2_7955","0.7186666666666667"
"File1_5777","File2_21907","0.7825"
"File1_4950","File2_14528","0.9500000000000001"
"File1_5333","File2_17990","0.925003782026238"
"File1_5601","File2_20168","0.9500000000000001"
"File1_4381","File2_6080","0.7293333333333333"
"File1_3976","File2_0946","0.7598068219828196"
"File1_4977","File2_14854","0.9500000000000001"
"File1_4223","File2_4096","0.9500000000000001"
"File1_5758","File2_21766","0.9492499999999999"
"File1_5488","File2_19202","0.7084411010094184"
"File1_4566","File2_8711","0.9237500000000001"
"File1_4186","File2_3542","0.9500000000000001"
"File1_4903","File2_13881","0.9500000000000001"
"File1_5778","File2_21909","0.9498819756600639"
"File1_4426","File2_6657","0.89"
"File1_5636","File2_20597","0.7405"
"File1_5941","File2_23404","0.8128268002781519"
"File1_4824","File2_12413","0.9477500000000001"
"File1_5345","File2_18112","0.9500000000000001"
"File1_4825","File2_12414","0.917"
"File1_5900","File2_23089","0.9499116632864298"
"File1_4349","File2_5660","0.902"
"File1_4919","File2_14045","0.9470000000000001"
"File1_4586","File2_9118","0.9056622268364601"
"File1_3878","File2_0063","0.929685915537361"
"File1_4418","File2_6539","0.8885"
"File1_5404","File2_18616","0.9500000000000001"
"File1_5714","File2_21320","0.9380000000000001"
"File1_4381","File2_6081","0.9470000000000001"
"File1_4334","File2_5582","0.9500000000000001"
"File1_4223","File2_4097","0.7745693938661149"
"File1_4776","File2_11590","0.94925"
"File1_5479","File2_19140","0.9500000000000001"
"File1_5830","File2_22345","0.9086974990651158"
"File1_5145","File2_16506","0.9500000000000001"
"File1_4438","File2_6779","0.8510713899067587"
"File1_4099","File2_2242","0.8632199494677665"
"File1_3918","File2_0478","0.7097238118594713"
"File1_4666","File2_10056","0.86225"
"File1_4888","File2_13640","0.9500000000000001"
"File1_4239","File2_4294","0.9500000000000001"
"File1_4363","File2_5827","0.94925"
"File1_5549","File2_19706","0.7553333333333334"
"File1_5788","File2_22021","0.937325"
"File1_5830","File2_22346","0.7032639005281514"
"File1_4185","File2_3540","0.9500000000000001"
"File1_4321","File2_5375","0.8825000000000001"
"File1_4160","File2_3211","0.9382364955775339"
"File1_4558","File2_8639","0.92225"
"File1_5809","File2_22170","0.9332696682787834"
"File1_5557","File2_19802","0.9500000000000001"
"File1_4485","File2_7497","0.9500000000000001"
"File1_4320","File2_5370","0.935"
"File1_4084","File2_2078","0.7818636536779796"
"File1_5859","File2_22639","0.933214487020129"
"File1_4474","File2_7244","0.9500000000000001"
"File1_5033","File2_15707","0.9492500000000001"
"File1_4609","File2_9442","0.9364999999999999"
"File1_4019","File2_1376","0.8100574369913203"
"File1_4899","File2_13786","0.9500000000000001"
"File1_4147","File2_3009","0.9412264741388526"
"File1_4363","File2_5828","0.7763333333333333"
"File1_4853","File2_12970","0.9380000000000001"
"File1_5488","File2_19201","0.9349999999999999"
"File1_4576","File2_8840","0.9500000000000001"
"File1_4817","File2_12274","0.9477500000000001"
"File1_4797","File2_11928","0.9357500000000001"
"File1_4492","File2_7667","0.8885"
"File1_4770","File2_11509","0.94625"
"File1_3888","File2_0142","0.81374988341473"
"File1_4477","File2_7379","0.866"
"File1_4482","File2_7457","0.9500000000000001"
"File1_4110","File2_2406","0.8138193557852189"
"File1_5916","File2_23234","0.9499093047706287"
"File1_5826","File2_22336","0.9499178075571341"
"File1_5494","File2_19256","0.938"
"File1_4931","File2_14242","0.938"
"File1_4116","File2_2531","0.7575983872913994"
"File1_5540","File2_19651","0.7213333333333333"
"File1_5417","File2_18757","0.829905954080005"
"File1_5675","File2_21057","0.7020833333333333"
"File1_4482","File2_7458","0.8013481523860265"
"File1_5627","File2_20408","0.9345081048487895"
"File1_4848","File2_12873","0.94925"
"File1_5170","File2_16661","0.9380000000000001"
"File1_4738","File2_10870","0.882932029284643"
"File1_4431","File2_6694","0.875"
"File1_4928","File2_14184","0.9500000000000001"
"File1_5571","File2_19862","0.7056666666666667"
"File1_4432","File2_6695","0.9485"
"File1_5136","File2_16447","0.9500000000000001"
"File1_4335","File2_5587","0.9500000000000001"
"File1_4813","File2_12228","0.9497776101467114"
"File1_5093","File2_16142","0.9500000000000001"
"File1_4729","File2_10686","0.9500000000000001"
"File1_4825","File2_12411","0.7249394740944927"
"File1_4728","File2_10685","0.87575"
"File1_4790","File2_11791","0.94925"
"File1_4824","File2_12412","0.7783305203113853"
"File1_5719","File2_21368","0.7063333333333334"
"File1_4626","File2_9644","0.9470000000000001"
"File1_5393","File2_18558","0.7525"
"File1_4215","File2_4015","0.9500000000000001"
"File1_4371","File2_5941","0.9500000000000001"
"File1_4746","File2_10977","0.7251666666666666"
"File1_4913","File2_14002","0.9500000000000001"
"File1_4524","File2_8098","0.8938688106161328"
"File1_5539","File2_19646","0.9062305161385945"
"File1_5079","File2_16038","0.938"
"File1_3881","File2_0097","0.7875518243625794"
"File1_4902","File2_13880","0.938"
"File1_4623","File2_9600","0.7341541069650022"
"File1_5151","File2_16550","0.9500000000000001"
"File1_5905","File2_23133","0.9499502820274935"
"File1_5719","File2_21367","0.9380000000000001"
"File1_5393","File2_18557","0.7284999999999999"
"File1_4290","File2_5052","0.9380000000000001"
"File1_5526","File2_19549","0.9500000000000001"
"File1_4524","File2_8097","0.9237623056604369"
"File1_5792","File2_22037","0.9499434336442776"
"File1_5596","File2_20126","0.9500000000000001"
"File1_5791","File2_22036","0.949870657223776"
"File1_5689","File2_21155","0.9500000000000001"
"File1_4938","File2_14332","0.9485"
"File1_4881","File2_13512","0.9485"
"File1_4214","File2_4010","0.8672012903709876"
"File1_4261","File2_4716","0.8770933901057218"
"File1_5939","File2_23387","0.946458572909395"
"File1_5418","File2_18755","0.7253333333333334"
"File1_4585","File2_9112","0.93425"
"File1_3965","File2_0864","0.8431177517417147"
"File1_5628","File2_20426","0.9500000000000001"
"File1_4481","File2_7456","0.9313283044013277"
"File1_5685","File2_21110","0.938"
"File1_4293","File2_5094","0.8656811502021862"
"File1_5843","File2_22539","0.9499439277637112"
"File1_5205","File2_16918","0.7220000000000001"
"File1_5462","File2_19040","0.938"
"File1_4307","File2_5266","0.9500000000000001"
"File1_5077","File2_16034","0.7520000000000001"
"File1_4687","File2_10295","0.9117500000000001"
"File1_5089","File2_16132","0.9500000000000001"
"File1_4648","File2_9933","0.926"
"File1_4895","File2_13748","0.9500000000000001"
"File1_4162","File2_3251","0.9404284952631721"
"File1_4838","File2_12695","0.92525"
"File1_4837","File2_12686","0.9470000000000001"
"File1_5470","File2_19098","0.938"
"File1_5541","File2_19652","0.9500000000000001"
"File1_5219","File2_17031","0.9500000000000001"
"File1_4400","File2_6377","0.9500000000000001"
"File1_4639","File2_9850","0.9485"
"File1_5763","File2_21808","0.7251666666666667"
"File1_4524","File2_8099","0.7262926769805116"
"File1_5678","File2_21056","0.938"
"File1_4744","File2_10978","0.9069389022134305"
"File1_4853","File2_12976","0.7086666666666667"
"File1_5205","File2_16917","0.7386666666666667"
"File1_4751","File2_11081","0.9034429738701367"
"File1_4886","File2_13601","0.94925"
"File1_5675","File2_21053","0.7709166666666667"
"File1_4475","File2_7335","0.9064575815827738"
"File1_5816","File2_22237","0.8108888929811041"
"File1_5077","File2_16033","0.708"
"File1_4907","File2_13926","0.9500000000000001"
"File1_4182","File2_3491","0.9500000000000001"
"File1_4681","File2_10254","0.9500000000000001"
"File1_5482","File2_19151","0.8037674761949939"
"File1_5763","File2_21805","0.9500000000000001"
"File1_5569","File2_19855","0.9479431385918251"
"File1_5290","File2_17641","0.9500000000000001"
"File1_4838","File2_12694","0.9495330621067821"
"File1_5542","File2_19654","0.9500000000000001"
"File1_4362","File2_5820","0.94625"
"File1_5826","File2_22334","0.7018083333333334"
"File1_4225","File2_4134","0.9500000000000001"
"File1_4567","File2_8718","0.9125"
"File1_5733","File2_21529","0.935"
"File1_4117","File2_2537","0.840169305383169"
"File1_3964","File2_0862","0.9500000000000001"
"File1_4980","File2_14863","0.7413333333333333"
"File1_4336","File2_5589","0.9500000000000001"
"File1_4173","File2_3372","0.9440417189190745"
"File1_4480","File2_7454","0.923"
"File1_5857","File2_22633","0.7026666666666667"
"File1_5776","File2_21901","0.9333135096251006"
"File1_4723","File2_10643","0.9237500000000001"
"File1_5463","File2_19045","0.9485"
"File1_5888","File2_22930","0.9498888050733557"
"File1_4054","File2_1704","0.8725433801981425"
"File1_5595","File2_20123","0.9101065724098243"
"File1_4596","File2_9231","0.9500000000000001"
"File1_5077","File2_16035","0.926"
"File1_4837","File2_12688","0.709462889451449"
"File1_4595","File2_9230","0.9005"
"File1_4013","File2_1284","0.8212616331310547"
"File1_5750","File2_21710","0.9245"
"File1_5393","File2_18552","0.9500000000000001"
"File1_4836","File2_12682","0.9500000000000001"
"File1_5067","File2_15962","0.9500000000000001"
"File1_4945","File2_14479","0.901944441042646"
"File1_4719","File2_10584","0.8872150921496227"
"File1_4718","File2_10583","0.902"
"File1_4784","File2_11743","0.7148333333333333"
"File1_5392","File2_18551","0.9500000000000001"
"File1_4310","File2_5301","0.9380000000000001"
"File1_5153","File2_16557","0.9500000000000001"
"File1_4846","File2_12782","0.9500000000000001"
"File1_4127","File2_2651","0.8831673740167995"
"File1_4677","File2_10205","0.9357500000000001"
"File1_5350","File2_18157","0.9500000000000001"
"File1_4769","File2_11490","0.7073333333333334"
"File1_4656","File2_10008","0.9365"
"File1_5192","File2_16823","0.9245"
"File1_5184","File2_16769","0.9500000000000001"
"File1_5120","File2_16346","0.7306666666666666"
"File1_4900","File2_13841","0.9477500000000001"
"File1_4333","File2_5546","0.9043033709824099"
"File1_5168","File2_16651","0.9500000000000001"
"File1_5264","File2_17477","0.9485"
"File1_4311","File2_5303","0.8425847250560803"
"File1_3950","File2_0740","0.8917214443941336"
"File1_5340","File2_18051","0.9500000000000001"
"File1_5658","File2_20930","0.938"
"File1_4024","File2_1417","0.7826987066786975"
"File1_4656","File2_10007","0.71675"
"File1_5640","File2_20699","0.938"
"File1_4879","File2_13497","0.9500000000000001"
"File1_5874","File2_22828","0.882847916034727"
"File1_4649","File2_9935","0.9237500000000001"
"File1_5204","File2_16924","0.7306666666666667"
"File1_5940","File2_23399","0.7084833333333334"
