"RecordIDS","AverageConsistency","Latitude-Consistency","Latitude-Values","Country-Consistency","Country-Values","Magnitude-Consistency","Magnitude-Values","Depth-Consistency","Depth-Values","Time-Consistency","Time-Values","Date-Consistency","Date-Values","TotalDamages-Consistency","TotalDamages-Values","Longitude-Consistency","Longitude-Values","Deaths-Consistency","Deaths-Values"
"File1_5455+File1_5456+File1_5458+File2_19015+File2_19016+File2_19017+File2_19020+File3_1014+File3_1021","0.6613756613756614","0.3333333333333333","{-73.764|105.424|105.54|-73.764|105.423|-153.78|105.54|-73.764|105.423}","0.5555555555555556","{COLOMBIA|CHINA|CHINA|COLOMBIA|CHINA|UNITED STATES|CHINA|COLOMBIA|CHINA}","1.0","{5.6|6.0|5.7|5.9|6.1|6.0|5.7|6.0|6.0}","0.7142857142857143","{9.0|10.0|10.0|8.9|18.0|22.0|10.0}","0.5714285714285714","{19:20:42|08:21:48|08:37:51|19:20:42|08:21:50|19:18:26|08:37:52}","0.4444444444444444","{2008-05-24|2008-05-25|2008-05-27|2008-05-24|2008-05-25|2008-05-25|2008-05-27|2008-05-24|2008-05-25}","1.0","{10.0}","0.3333333333333333","{4.33|32.57|32.71|4.33|32.56|56.087|32.71|4.33|32.56}","1.0","{6.0|8.0|11.0|8.0}"
"File1_4603+File2_9326","0.14285714285714285","0.0","{68.694|131.512}","0.0","{TAJIKISTAN|JAPAN}","0.0","{5.3|5.5}","1.0","{33.0|33.3}","0.0","{23:02:07|14:06:12}","0.0","{1989-01-22|1989-01-21}",,,"0.0","{38.465|29.511}",,
"File1_5276+File2_17528","0.8571428571428571","1.0","{-68.98|-68.98}","1.0","{CHILE|CHILE}","1.0","{5.8|5.8}","0.0","{11.0|113.8}","1.0","{02:39:40|02:39:40}","1.0","{2005-08-14|2005-08-14}",,,"1.0","{-19.78|-19.78}",,
"File1_4425+File2_6646","1.0","1.0","{27.222|27.222}","1.0","{TURKEY|TURKEY}","1.0","{6.1|6.1}","1.0","{10.0|10.0}","1.0","{12:01:27|12:01:27}","1.0","{1983-07-05|1983-07-05}",,,"1.0","{40.324|40.324}","1.0","{5.0}"
"File1_5792+File2_22037+File2_22038+File3_1144","0.9270833333333334","1.0","{20.453|20.4528|20.5649|20.4528}","1.0","{GREECE|GREECE|GREECE|GREECE}","1.0","{6.1|6.1|5.6|6.0}","0.6666666666666666","{8.0|8.0|10.0}","0.75","{13:55:21|13:55:42|13:57:19|03:08}","1.0","{2014-01-26|2014-01-26|2014-01-26|2014-01-26}","1.0","{178.0|178.0}","1.0","{38.208|38.2082|38.2889|38.2082}",,
"File1_3881+File2_0097","0.5714285714285714","0.0","{-71.26|-71.573}","1.0","{CHILE|CHILE}","1.0","{6.0|6.2}","0.0","{58.0|48.8}","1.0","{22:56:28|22:56:27}","1.0","{1965-03-22|1965-03-22}",,,"0.0","{-31.81|-31.974}",,
"File1_4343+File2_5619","0.875","1.0","{-88.516|-88.516}","0.0","{HONDURAS|GUATEMALA}","1.0","{6.4|6.4}","1.0","{22.0|22.0}","1.0","{05:45:09|05:45:09}","1.0","{1980-08-09|1980-08-09}",,,"1.0","{15.888|15.888}","1.0","{2.0}"
"File1_5557+File2_19801+File2_19802+File3_1085","0.8229166666666666","0.75","{33.878|33.87|33.878|33.878}","1.0","{MALAWI|MALAWI|MALAWI|MALAWI}","1.0","{5.9|5.8|5.9|6.0}","0.6666666666666666","{8.0|9.0|8.0}","0.6666666666666666","{03:08:57|17:36:36|03:08:57}","0.75","{2009-12-08|2009-12-06|2009-12-08|2009-12-08}",,,"0.75","{-9.948|-10.126|-9.948|-9.948}","1.0","{1.0|1.0}"
"File1_4516+File2_7992","0.7142857142857143","1.0","{-174.504|-174.504}","0.0","{USA|UNITED STATES}","0.0","{6.4|6.5}","1.0","{26.0|26.2}","1.0","{16:20:22|16:20:22}","1.0","{1986-05-17|1986-05-17}",,,"1.0","{52.327|52.327}",,
"File1_4154+File2_3137+File2_3139","0.7619047619047619","0.6666666666666666","{-63.38|-63.382|-37.598}","0.6666666666666666","{VENEZUELA|VENEZUELA|SOUTH GEORGIA AND THE SOUTH SANDWICH ISLANDS}","1.0","{6.1|6.1|5.6}","1.0","{34.0|34.0|33.0}","0.6666666666666666","{16:25:47|16:25:48|13:24:41}","0.6666666666666666","{1974-06-12|1974-06-12|1974-06-14}",,,"0.6666666666666666","{10.56|10.563|-60.649}",,
"File1_5222+File2_17040+File3_0923","1.0","1.0","{-61.706|-61.706|-61.706}","1.0","{GUADELOUPE|GUADELOUPE|GUADELOUPE}","1.0","{6.3|6.3|6.0}","1.0","{14.0|14.0}","1.0","{11:41:07|11:41:08}","1.0","{2004-11-21|2004-11-21|2004-11-21}",,,"1.0","{15.679|15.679|15.679}","1.0","{1.0|1.0}"
"File1_5640+File2_20699+File2_20700+File3_1098+File3_1102","0.8537037037037037","1.0","{99.822|99.822|99.77|99.822|99.822}","0.8","{MYANMAR (BURMA)|MYANMAR|MYANMAR|MYANMAR|MYANMAR}","0.8","{6.8|6.9|5.7|7.0|7.0}","0.6666666666666666","{8.0|8.0|10.0}","0.75","{13:55:12|13:55:12|15:54:35|13:59}","1.0","{2011-03-24|2011-03-24|2011-03-24|2011-03-24|2011-03-24}","1.0","{3.0|3.0}","1.0","{20.687|20.687|20.65|20.687|20.687}","0.6666666666666666","{75.0|74.0|1.0}"
"File1_4533+File2_8205","0.8571428571428571","1.0","{-176.367|-176.367}","0.0","{KERMADEC ISLANDS (NEW ZEALAND)|TONGA}","1.0","{8.1|7.7}","1.0","{29.0|29.1}","1.0","{06:46:09|06:46:10}","1.0","{1986-10-20|1986-10-20}",,,"1.0","{-28.117|-28.117}",,
"File1_5554+File2_19769","1.0","1.0","{118.631|118.631}","1.0","{INDONESIA|INDONESIA}","1.0","{6.6|6.6}","1.0","{18.0|18.0}","1.0","{19:41:43|19:41:43}","1.0","{2009-11-08|2009-11-08}","1.0","{2.0}","1.0","{-8.207|-8.207}","1.0","{2.0}"
"File1_5424+File1_5425+File2_18798+File2_18808","0.7857142857142857","1.0","{33.212|33.162|33.212|33.162}","1.0","{TURKEY|TURKEY|TURKEY|TURKEY}","1.0","{5.7|5.6|5.7|5.6}","0.5","{10.0|8.0|10.0|8.3}","0.5","{09:48:29|23:47:10|09:48:30|23:47:11}","0.5","{2007-12-20|2007-12-26|2007-12-20|2007-12-26}",,,"1.0","{39.417|39.446|39.417|39.446}",,
"File1_5790+File2_22029","1.0","1.0","{175.814|175.8144}","1.0","{NEW ZEALAND|NEW ZEALAND}","1.0","{6.1|6.1}","1.0","{28.0|28.0}","1.0","{02:52:35|02:52:44}","1.0","{2014-01-20|2014-01-20}",,,"1.0","{-40.66|-40.6595}",,
"File1_5691+File2_21175","0.14285714285714285","0.0","{56.778|-177.5}","0.0","{IRAN|TONGA}","0.0","{5.2|5.5}","1.0","{10.0|10.0}","0.0","{18:48:55|02:46:21}","0.0","{2012-02-27|2012-02-26}",,,"0.0","{31.428|-24.477}",,
"File1_4746+File2_10977+File2_10985","0.4285714285714285","0.0","{-116.293|-80.592|-116.403}","0.0","{USA|CAYMAN ISLANDS|UNITED STATES}","0.6666666666666666","{5.4|5.6|5.69}","1.0","{9.0|10.0|9.649}","0.6666666666666666","{10:14:22|14:16:20|14:08:38}","0.6666666666666666","{1992-06-29|1992-06-27|1992-06-29}",,,"0.0","{36.705|18.972|34.105}",,
"File1_5716+File2_21336+File3_1118","1.0","1.0","{100.781|100.781|100.781}","1.0","{CHINA|CHINA|CHINA}","1.0","{5.5|5.5|6.0}","1.0","{10.0|10.0}","1.0","{07:59:34|07:59:35}","1.0","{2012-06-24|2012-06-24|2012-06-24}","1.0","{300.0}","1.0","{27.767|27.767|27.767}","1.0","{4.0|4.0}"
"File1_5505+File2_19339+File3_1025","0.8888888888888888","1.0","{-84.197|-84.197|-84.197}","1.0","{COSTA RICA|COSTA RICA|COSTA RICA}","1.0","{6.1|6.1|6.0}","1.0","{14.0|14.0}","1.0","{19:21:35|19:21:36}","1.0","{2009-01-08|2009-01-08|2009-01-08}","1.0","{200.0}","1.0","{10.165|10.165|10.165}","0.0","{23.0|31.0}"
"File1_5013+File2_15441+File3_0851","0.7407407407407407","1.0","{-73.641|-73.641|-73.641}","1.0","{PERU|PERU|PERU}","1.0","{8.4|8.4|8.0}","1.0","{33.0|33.0}","0.6666666666666666","{20:33:14|20:33:14|08:33}","1.0","{2001-06-23|2001-06-23|2001-06-23}","0.0","{200.0|300.0}","1.0","{-16.265|-16.265|-16.265}","0.0","{103.0|145.0}"
"File1_3960+File2_0835+File2_0840+File3_0251","0.5462962962962963","0.5","{13.1|122.161|13.033|13.033}","0.75","{ITALY|TAIWAN|ITALY|ITALY}","1.0","{6.0|6.1|6.4|6.0}","0.6666666666666666","{33.0|35.0|10.0}","0.75","{02:01:08|07:03:45|02:01:06|02:01}","0.75","{1968-01-15|1968-01-13|1968-01-15|1968-01-15}","0.0","{320.0|250.0}","0.5","{37.9|23.965|37.702|37.702}","0.0","{216.0|224.0}"
"File2_19638+File3_1053","0.8571428571428571","1.0","{20.388|20.388}","1.0","{ALBANIA|ALBANIA}","1.0","{5.5|6.0}","1.0","{3.0}","1.0","{21:49:42}","0.0","{2009-09-06|2009-09-07}",,,"1.0","{41.483|41.483}",,
"File1_5021+File2_15579","1.0","1.0","{-132.2|-132.2}","1.0","{CANADA|CANADA}","1.0","{6.1|6.1}","1.0","{20.0|20.0}","1.0","{05:02:34|05:02:34}","1.0","{2001-10-12|2001-10-12}",,,"1.0","{52.63|52.63}",,
"File1_4732+File2_10759+File3_0575","0.9523809523809524","1.0","{139.644|139.644|139.644}","1.0","{JAPAN|JAPAN|JAPAN}","1.0","{5.6|5.8|6.0}","1.0","{100.0|100.0}","1.0","{19:04:04|19:04:05}","0.6666666666666666","{1992-02-01|1992-02-01|1992-02-02}",,,"1.0","{35.106|35.106|35.106}",,
"File1_5725+File2_21412+File3_1161","0.8888888888888888","1.0","{126.638|126.638|126.638}","1.0","{PHILIPPINES|PHILIPPINES|PHILIPPINES}","1.0","{7.6|7.6|8.0}","1.0","{28.0|28.0}","1.0","{12:47:33|12:47:33|12:47}","1.0","{2012-08-31|2012-08-31|2012-08-31}","0.0","{0.0|3.0}","1.0","{10.811|10.811|10.811}","1.0","{1.0|1.0}"
"File1_4265+File1_4266+File2_4730+File2_4731+File2_4732","0.7142857142857142","1.0","{149.029|148.971|149.016|149.029|148.971}","0.6","{RUSSIA|RUSSIA|RUSSIAN FEDERATION|RUSSIAN FEDERATION|RUSSIAN FEDERATION}","0.8","{6.6|6.8|5.6|6.6|6.8}","0.6","{33.0|46.0|33.0|33.0|46.0}","0.4","{21:34:33|00:31:02|02:32:39|21:34:33|00:31:02}","0.6","{1978-03-22|1978-03-23|1978-03-22|1978-03-22|1978-03-23}",,,"1.0","{44.14|44.209|44.065|44.14|44.209}",,
"File1_5656+File2_20890+File2_20892+File3_1103+File3_1105","0.81875","0.8","{71.41|178.944|71.41|71.41|71.41}","0.6","{UZBEKISTAN|RUSSIAN FEDERATION|KYRGYZSTAN|KYRGYZSTAN|KYRGYZSTAN}","1.0","{6.1|5.8|6.1|6.0|6.0}","1.0","{20.0|19.0|20.0}","0.75","{19:35:43|22:38:39|19:35:43|19:35}","0.6","{2011-07-19|2011-07-18|2011-07-19|2011-07-19|2011-07-18}",,,"0.8","{40.081|51.28|40.081|40.081|40.081}","1.0","{14.0|13.0}"
"File1_5002+File2_15193","1.0","1.0","{31.351|31.351}","1.0","{TURKEY|TURKEY}","1.0","{6.0|6.0}","1.0","{10.0|10.0}","1.0","{16:44:47|16:44:48}","1.0","{2000-12-15|2000-12-15}",,,"1.0","{38.457|38.457}","1.0","{6.0}"
"File1_4767+File2_11471","0.8571428571428571","1.0","{157.829|157.829}","0.0","{RUSSIA|RUSSIAN FEDERATION}","1.0","{7.5|7.5}","1.0","{71.0|70.6}","1.0","{13:03:36|13:03:36}","1.0","{1993-06-08|1993-06-08}",,,"1.0","{51.218|51.218}",,
"File1_5473+File2_19112+File3_1016","1.0","1.0","{105.494|105.494|105.494}","1.0","{CHINA|CHINA|CHINA}","1.0","{6.0|6.0|6.0}","1.0","{6.0|6.0}","1.0","{09:49:17|09:49:17|09:49}","1.0","{2008-08-05|2008-08-05|2008-08-05}",,,"1.0","{32.756|32.756|32.756}","1.0","{4.0|4.0}"
"File1_4453+File2_6919","0.8888888888888888","1.0","{70.826|70.826}","0.0","{PAKISTAN|AFGHANISTAN}","1.0","{6.1|6.4}","1.0","{208.0|207.6}","1.0","{17:18:41|17:18:42}","1.0","{1984-02-16|1984-02-16}","1.0","{5.0}","1.0","{36.431|36.431}","1.0","{4.0}"
"File1_4942+File2_14414+File3_0767","0.9523809523809523","1.0","{-101.539|-101.539|-101.539}","1.0","{MEXICO|MEXICO|MEXICO}","1.0","{6.3|6.3|6.0}","1.0","{69.0|68.7}","0.6666666666666666","{17:43:04|17:43:05|18:43}","1.0","{1999-06-21|1999-06-21|1999-06-21}",,,"1.0","{18.324|18.324|18.324}",,
"File1_5746+File2_21698+File3_1164","0.8888888888888888","1.0","{51.593|51.593|51.593}","0.6666666666666666","{IRAN|IRAN, ISLAMIC REPUBLIC OF|IRAN, ISLAMIC REPUBLIC OF}","1.0","{6.3|6.4|6.0}","1.0","{12.0|12.0}","0.6666666666666666","{11:52:49|11:52:50|23:52}","0.6666666666666666","{2013-04-09|2013-04-09|2013-04-08}","1.0","{600.0}","1.0","{28.428|28.428|28.428}","1.0","{37.0|37.0}"
"File1_4888+File2_13640","1.0","1.0","{96.494|96.494}","1.0","{INDONESIA|INDONESIA}","1.0","{6.0|6.0}","1.0","{33.0|33.0}","1.0","{07:15:15|07:15:16}","1.0","{1997-08-20|1997-08-20}",,,"1.0","{4.358|4.358}",,
"File1_4995+File2_15078+File2_15085","0.3333333333333333","0.0","{69.582|153.96|136.214}","0.0","{AFGHANISTAN|PAPUA NEW GUINEA|JAPAN}","0.6666666666666666","{5.1|5.6|5.5}","1.0","{33.0|33.0|34.9}","0.0","{22:39:06|08:36:55|16:42:52}","0.6666666666666666","{2000-10-30|2000-10-29|2000-10-30}",,,"0.0","{37.542|-5.212|34.3}",,
"File1_4543+File2_8351+File2_8352","0.8571428571428571","1.0","{141.689|141.786|141.689}","1.0","{JAPAN|JAPAN|JAPAN}","0.6666666666666666","{6.3|6.4|6.8}","0.6666666666666666","{48.0|35.6|47.7}","0.6666666666666666","{13:16:17|12:23:48|13:16:18}","1.0","{1987-02-06|1987-02-06|1987-02-06}",,,"1.0","{36.988|36.992|36.988}",,
"File1_4951+File2_14532","1.0","1.0","{-96.931|-96.931}","1.0","{MEXICO|MEXICO}","1.0","{7.5|7.5}","1.0","{61.0|60.6}","1.0","{16:31:15|16:31:16}","1.0","{1999-09-30|1999-09-30}","1.0","{164.0}","1.0","{16.059|16.059}","1.0","{35.0}"
"File1_5840+File2_22469+File2_22470+File2_22471+File3_1187","0.8062499999999999","0.8","{100.533|100.4736|100.533|-82.7339|100.533}","0.8","{CHINA|CHINA|CHINA|PANAMA|CHINA}","1.0","{5.6|5.6|5.6|6.0|6.0}","0.75","{10.0|11.0|10.0|15.0}","0.5","{10:20:52|18:43:46|10:20:02|17:21:49}","0.8","{2014-12-06|2014-12-05|2014-12-06|2014-12-06|2014-12-06}",,,"0.8","{23.358|23.3363|23.3577|7.9824|23.3577}","1.0","{1.0|1.0}"
"File1_4160+File2_3211","1.0","1.0","{-73.4|-73.431}","1.0","{CHILE|CHILE}","1.0","{7.1|7.1}","1.0","{36.0|36.0}","1.0","{10:44:12|10:44:13}","1.0","{1974-08-18|1974-08-18}",,,"1.0","{-38.5|-38.453}",,
"File1_5151+File2_16550+File3_0892","0.9259259259259258","1.0","{80.515|80.515|80.515}","0.6666666666666666","{CHINA|KAZAKHSTAN|KAZAKHSTAN}","1.0","{6.0|6.0|6.0}","1.0","{10.0|10.0}","0.6666666666666666","{01:38:31|01:38:32|03:38}","1.0","{2003-12-01|2003-12-01|2003-12-01}","1.0","{1.0}","1.0","{42.905|42.905|42.905}","1.0","{11.0|11.0}"
"File1_5470+File2_19098","1.0","1.0","{105.542|105.542}","1.0","{CHINA|CHINA}","1.0","{5.6|5.7}","1.0","{10.0|10.0}","1.0","{07:09:30|07:09:30}","1.0","{2008-07-24|2008-07-24}",,,"1.0","{32.747|32.747}","1.0","{1.0}"
"File1_5565+File1_5566+File2_19842+File2_19843+File3_1088","0.8428571428571429","1.0","{157.477|157.346|157.487|157.354|157.354}","1.0","{SOLOMON ISLANDS|SOLOMON ISLANDS|SOLOMON ISLANDS|SOLOMON ISLANDS|SOLOMON ISLANDS}","1.0","{6.6|7.1|6.6|7.1|7.0}","0.5","{26.0|25.0|10.0|10.0}","0.4","{21:48:05|22:36:27|21:48:03|22:36:26|10:48}","1.0","{2010-01-03|2010-01-03|2010-01-03|2010-01-03|2010-01-03}",,,"1.0","{-8.743|-8.799|-8.726|-8.783|-8.783}",,
"File1_5180+File2_16731","0.8571428571428571","1.0","{100.54|100.54}","1.0","{INDONESIA|INDONESIA}","0.0","{5.4|5.5}","1.0","{66.0|65.6}","1.0","{01:55:50|01:55:51}","1.0","{2004-04-09|2004-04-09}",,,"1.0","{-1.549|-1.549}",,
"File1_4371+File2_5941","0.8571428571428571","1.0","{-173.085|-173.085}","0.0","{SAMOA|TONGA}","1.0","{7.7|7.7}","1.0","{25.0|25.0}","1.0","{09:29:31|09:29:32}","1.0","{1981-09-01|1981-09-01}",,,"1.0","{-14.96|-14.96}",,
"File1_4592+File2_9216+File3_0364","0.9523809523809523","1.0","{2.759|2.759|2.759}","1.0","{ALGERIA|ALGERIA|ALGERIA}","0.6666666666666666","{5.6|5.6|5.0}","1.0","{12.0|12.0}","1.0","{10:12:58|10:12:58|10:12}","1.0","{1988-10-31|1988-10-31|1988-10-31}",,,"1.0","{36.443|36.443|36.443}",,
"File1_5120+File2_16345+File2_16346+File3_0879","0.8888888888888888","0.75","{101.29|101.29|93.601|101.29}","0.75","{CHINA|CHINA|INDONESIA|CHINA}","1.0","{5.9|6.0|5.6|6.0}","1.0","{10.0|10.0|10.0}","0.75","{15:16:31|15:16:32|19:21:11|15:16}","1.0","{2003-07-21|2003-07-21|2003-07-21|2003-07-21}","1.0","{75.0|75.0}","0.75","{25.975|25.975|6.678|25.975}","1.0","{16.0|16.0}"
"File1_5479+File2_19140","1.0","1.0","{83.52|83.52}","1.0","{CHINA|CHINA}","1.0","{6.7|6.7}","1.0","{12.0|12.0}","1.0","{13:21:58|13:21:59}","1.0","{2008-08-25|2008-08-25}",,,"1.0","{30.901|30.901}",,
"File1_4115+File2_2497","0.42857142857142855","0.0","{168.8|168.949}","0.0","{NEW CALEDONIA|VANUATU}","1.0","{7.0|7.0}","0.0","{32.0|20.0}","1.0","{19:55:22|19:55:22}","1.0","{1972-11-02|1972-11-02}",,,"0.0","{-20.0|-20.122}",,
"File1_5794+File2_22045","0.8571428571428571","1.0","{20.379|20.3897}","1.0","{GREECE|GREECE}","1.0","{6.0|6.0}","0.0","{4.0|5.0}","1.0","{03:08:29|03:08:46}","1.0","{2014-02-03|2014-02-03}",,,"1.0","{38.244|38.2637}",,
"File1_5642+File2_20721+File3_1096","1.0","1.0","{141.588|141.588|141.588}","1.0","{JAPAN|JAPAN|JAPAN}","1.0","{7.1|7.1|7.0}","1.0","{42.0|42.0}","1.0","{14:32:43|14:32:43|14:32}","1.0","{2011-04-07|2011-04-07|2011-04-07}",,,"1.0","{38.276|38.276|38.276}","1.0","{3.0|2.0}"
"File1_4850+File2_12913","1.0","1.0","{-79.587|-79.587}","1.0","{PERU|PERU}","1.0","{7.5|7.5}","1.0","{10.0|10.0}","1.0","{12:51:01|12:51:01}","1.0","{1996-02-21|1996-02-21}",,,"1.0","{-9.593|-9.593}","1.0","{12.0}"
"File1_5758+File2_21766","0.8571428571428571","1.0","{153.221|153.221}","0.0","{RUSSIA|RUSSIAN FEDERATION}","1.0","{8.3|8.3}","1.0","{598.0|598.1}","1.0","{05:44:48|05:44:49}","1.0","{2013-05-24|2013-05-24}",,,"1.0","{54.892|54.892}",,
"File1_5475+File2_19129","1.0","1.0","{124.319|124.319}","1.0","{PHILIPPINES|PHILIPPINES}","1.0","{6.0|6.0}","1.0","{10.0|10.0}","1.0","{10:25:16|10:25:17}","1.0","{2008-08-15|2008-08-15}",,,"1.0","{12.897|12.897}",,
"File1_5118+File2_16332+File2_16333+File3_0899","0.9722222222222222","1.0","{54.169|54.169|54.133|54.169}","0.75","{IRAN|IRAN, ISLAMIC REPUBLIC OF|IRAN, ISLAMIC REPUBLIC OF|IRAN, ISLAMIC REPUBLIC OF}","1.0","{5.8|5.8|5.7|6.0}","1.0","{10.0|10.0|10.0}","1.0","{17:06:37|17:06:38|17:40:16|17:06}","1.0","{2003-07-10|2003-07-10|2003-07-10|2003-07-10}","1.0","{21.0}","1.0","{28.355|28.355|28.296|28.355}","1.0","{1.0|1.0}"
"File1_4173+File2_3372","1.0","1.0","{106.7|106.677}","1.0","{INDONESIA|INDONESIA}","1.0","{5.6|5.6}","1.0","{27.0|27.0}","1.0","{04:45:24|04:45:24}","1.0","{1975-02-09|1975-02-09}",,,"1.0","{-6.7|-6.686}","1.0","{1.0}"
"File1_3915+File2_0467+File2_0468+File2_0469+File3_0239","0.911111111111111","0.6","{80.854|80.845|80.915|80.935|80.935}","1.0","{NEPAL|NEPAL|NEPAL|NEPAL|NEPAL}","1.0","{6.3|6.0|5.7|6.3|6.0}","1.0","{23.0|25.9|25.0|25.0}","1.0","{10:41:09|10:41:09|10:49:49|10:59:19|10:59}","1.0","{1966-06-27|1966-06-27|1966-06-27|1966-06-27|1966-06-27}","1.0","{1.0|1.0}","0.6","{29.554|29.504|29.543|29.706|29.706}","1.0","{80.0|80.0}"
"File1_5537+File2_19632+File3_1051","0.8148148148148148","1.0","{107.297|107.297|107.297}","1.0","{INDONESIA|INDONESIA|INDONESIA}","1.0","{7.0|7.0|7.0}","1.0","{46.0|46.0}","0.6666666666666666","{07:55:01|07:55:01|19:55}","0.6666666666666666","{2009-09-02|2009-09-02|2009-09-01}","1.0","{160.0}","1.0","{-7.782|-7.782|-7.782}","0.0","{81.0|128.0}"
"File1_5431+File2_18843","1.0","1.0","{97.442|97.442}","1.0","{INDONESIA|INDONESIA}","1.0","{6.1|6.2}","1.0","{20.0|20.0}","1.0","{17:14:57|17:14:58}","1.0","{2008-01-22|2008-01-22}",,,"1.0","{1.011|1.011}","1.0","{1.0}"
"File1_5103+File2_16203","1.0","1.0","{120.743|120.743}","1.0","{INDONESIA|INDONESIA}","1.0","{6.5|6.5}","1.0","{33.0|33.0}","1.0","{02:53:25|02:53:25}","1.0","{2003-03-25|2003-03-25}",,,"1.0","{-8.294|-8.294}","1.0","{4.0}"
"File1_5377+File2_18418+File3_1003","1.0","1.0","{-72.648|-72.648|-72.648}","1.0","{CHILE|CHILE|CHILE}","1.0","{6.2|6.2|6.0}","1.0","{37.0|36.7}","1.0","{17:53:46|17:53:46}","1.0","{2007-04-21|2007-04-21|2007-04-21}",,,"1.0","{-45.243|-45.243|-45.243}","1.0","{10.0|10.0}"
"File1_4555+File2_8587","1.0","1.0","{167.828|167.828}","1.0","{VANUATU|VANUATU}","1.0","{6.6|6.6}","1.0","{48.0|47.5}","1.0","{02:49:42|02:49:43}","1.0","{1987-07-06|1987-07-06}",,,"1.0","{-14.074|-14.074}",,
"File1_4438+File2_6779","0.7777777777777778","1.0","{-113.916|-113.857}","0.0","{USA|UNITED STATES}","1.0","{7.3|6.9}","0.0","{14.0|10.0}","1.0","{14:06:06|14:06:07}","1.0","{1983-10-28|1983-10-28}","1.0","{12.0}","1.0","{43.974|44.058}","1.0","{2.0}"
"File1_5815+File2_22221+File2_22225","0.38095238095238093","0.0","{19.777|-175.53|93.8608}","0.0","{ALBANIA|WALLIS AND FUTUNA|INDONESIA}","0.6666666666666666","{5.0|5.7|5.5}","0.6666666666666666","{10.0|10.0|4.78}","0.6666666666666666","{00:59:06|00:58:28|10:59:21}","0.6666666666666666","{2014-05-19|2014-05-18|2014-05-18}",,,"0.0","{41.115|-14.6681|3.1506}",,
"File1_3953+File2_0798","0.7142857142857143","0.0","{-71.19|-71.369}","1.0","{CHILE|CHILE}","1.0","{5.9|6.3}","1.0","{35.0|34.8}","1.0","{21:32:54|21:31:56}","1.0","{1967-11-15|1967-11-15}",,,"0.0","{-28.78|-28.865}",,
"File1_4849+File2_12893+File3_0692","0.9259259259259258","0.6666666666666666","{136.952|136.952|137.15}","1.0","{INDONESIA|INDONESIA|INDONESIA}","1.0","{8.2|8.2|8.0}","1.0","{33.0|33.0}","1.0","{05:59:30|05:59:31|05:59}","1.0","{1996-02-17|1996-02-17|1996-02-17}","1.0","{4.0|4.0}","0.6666666666666666","{-0.891|-0.891|1.1}","1.0","{164.0|166.0}"
"File1_4422+File2_6608+File2_6610","0.6666666666666666","0.6666666666666666","{138.948|139.023|-174.111}","0.6666666666666666","{JAPAN|JAPAN|UNITED STATES}","1.0","{5.9|6.0|6.1}","0.0","{26.0|30.6|20.8}","0.6666666666666666","{12:49:03|12:49:04|18:46:01}","1.0","{1983-06-09|1983-06-09|1983-06-09}",,,"0.6666666666666666","{40.249|40.237|51.414}",,
"File1_4818+File2_12301","1.0","1.0","{178.752|178.752}","1.0","{NEW ZEALAND|NEW ZEALAND}","1.0","{7.1|7.1}","1.0","{21.0|21.1}","1.0","{22:51:05|22:51:05}","1.0","{1995-02-05|1995-02-05}",,,"1.0","{-37.759|-37.759}",,
"File1_4356+File2_5737+File3_0384","0.8888888888888888","1.0","{50.59|50.59|50.59}","0.6666666666666666","{IRAN|IRAN, ISLAMIC REPUBLIC OF|IRAN, ISLAMIC REPUBLIC OF}","0.6666666666666666","{5.2|5.5|5.0}","1.0","{41.0|41.0}","0.6666666666666666","{12:51:21|12:51:21|13:51}","1.0","{1980-12-22|1980-12-22|1980-12-22}","1.0","{1.0|1.0}","1.0","{34.503|34.503|34.503}","1.0","{3.0|4.0}"
"File1_4100+File2_2258+File3_0272","0.8888888888888888","1.0","{-76.8|-76.726|-76.726}","1.0","{PERU|PERU|PERU}","1.0","{6.1|6.4|6.0}","0.0","{64.0|55.0}","1.0","{07:33:49|07:33:50|07:33}","1.0","{1972-03-20|1972-03-20|1972-03-20}","1.0","{20.0}","1.0","{-6.8|-6.855|-6.855}","1.0","{12.0}"
"File1_4523+File2_8088","0.875","1.0","{-69.428|-69.428}","1.0","{VENEZUELA|VENEZUELA}","0.0","{4.9|5.5}","1.0","{7.0|7.2}","1.0","{17:22:38|17:22:38}","1.0","{1986-07-18|1986-07-18}",,,"1.0","{10.77|10.77}","1.0","{1.0}"
"File1_4591+File2_9203+File3_0359","1.0","1.0","{20.932|20.932|20.932}","1.0","{GREECE|GREECE|GREECE}","1.0","{5.8|5.9|6.0}","1.0","{25.0|25.2}","1.0","{12:34:05|12:34:06|12:34}","1.0","{1988-10-16|1988-10-16|1988-10-16}",,,"1.0","{37.938|37.938|37.938}",,
"File1_4609+File2_9442+File3_0529","1.0","1.0","{-99.328|-99.328|-99.328}","1.0","{MEXICO|MEXICO|MEXICO}","1.0","{6.8|6.9|7.0}","1.0","{19.0|19.2}","1.0","{14:29|14:29:01|14:29}","1.0","{1989-04-25|1989-04-25|1989-04-25}",,,"1.0","{16.773|16.773|16.773}","1.0","{3.0}"
"File1_4094+File2_2191","0.7142857142857143","1.0","{122.1|122.067}","1.0","{TAIWAN|TAIWAN}","0.0","{7.6|6.9}","0.0","{33.0|28.0}","1.0","{03:16:54|03:16:56}","1.0","{1972-01-04|1972-01-04}",,,"1.0","{22.6|22.638}",,
